RegularPatterns, 50
[0, 19, 2, 43, 9, 27, 51, 45, 39, 21, 37, 25, 39, 4, 43, 43, 6, 17, 8, 45, 11, 10, 47, 7, 21, 41, 35, 19, 12, 41, 27, 7, 49, 25, 29, 14, 7, 1, 39, 16, 51, 41, 18, 1, 25, 33, 49, 47, 19, 15]
[27, 3, 31, 5, 0, 27, 1, 2, 33, 11, 15, 3, 1, 41, 7, 4, 37, 51, 43, 5, 33, 6, 9, 8, 10, 47, 35, 1, 41, 35, 51, 12, 39, 47, 14, 49, 45, 41, 51, 21, 13, 15, 21, 11, 21, 16, 18, 47, 25, 47]
[7, 13, 37, 47, 41, 0, 2, 21, 33, 43, 43, 4, 11, 19, 41, 47, 7, 15, 27, 37, 13, 41, 7, 6, 43, 8, 25, 10, 13, 19, 47, 31, 21, 39, 27, 19, 41, 12, 1, 14, 35, 47, 29, 16, 27, 18, 27, 21, 43, 39]
[5, 7, 5, 27, 47, 49, 29, 3, 25, 29, 0, 35, 1, 31, 11, 2, 51, 49, 27, 27, 45, 29, 15, 29, 27, 21, 19, 3, 4, 5, 29, 45, 15, 6, 21, 43, 8, 27, 10, 12, 45, 25, 37, 14, 47, 16, 47, 18, 33, 37]
[47, 25, 9, 31, 43, 25, 51, 47, 45, 47, 0, 7, 45, 37, 51, 41, 25, 5, 45, 5, 51, 2, 4, 15, 49, 15, 31, 31, 5, 3, 51, 27, 6, 11, 29, 8, 10, 23, 17, 43, 12, 29, 14, 16, 45, 49, 11, 7, 7, 18]
[9, 7, 1, 29, 49, 3, 0, 2, 5, 27, 35, 45, 23, 4, 31, 17, 29, 43, 35, 6, 17, 1, 35, 51, 8, 10, 37, 23, 12, 3, 23, 23, 23, 14, 1, 49, 41, 16, 27, 23, 37, 29, 31, 43, 18, 51, 45, 47, 9, 47]
[29, 35, 0, 49, 2, 4, 49, 33, 45, 49, 23, 11, 11, 1, 6, 41, 49, 8, 10, 35, 47, 29, 47, 35, 21, 23, 12, 15, 14, 43, 23, 45, 33, 9, 5, 1, 37, 27, 41, 43, 19, 11, 3, 9, 16, 18, 49, 51, 43, 29]
[23, 29, 0, 21, 1, 2, 33, 19, 41, 23, 21, 4, 47, 31, 25, 1, 47, 35, 6, 27, 47, 37, 9, 47, 8, 10, 23, 43, 45, 37, 1, 9, 35, 27, 17, 7, 13, 19, 49, 3, 12, 9, 13, 5, 13, 14, 37, 16, 37, 18]
[0, 2, 13, 39, 29, 4, 23, 17, 37, 31, 6, 8, 45, 10, 9, 7, 7, 45, 29, 11, 13, 29, 27, 39, 35, 45, 17, 13, 12, 14, 5, 47, 13, 11, 35, 47, 43, 17, 31, 21, 27, 39, 7, 39, 16, 41, 21, 45, 18, 37]
[23, 31, 7, 25, 9, 1, 0, 35, 21, 11, 2, 31, 41, 4, 25, 47, 19, 1, 6, 45, 23, 8, 21, 3, 10, 29, 17, 9, 12, 39, 15, 37, 43, 1, 35, 14, 15, 19, 47, 39, 43, 11, 16, 18, 31, 7, 7, 3, 33, 9]
[45, 17, 0, 9, 23, 2, 4, 47, 17, 31, 27, 41, 41, 9, 13, 41, 27, 49, 9, 17, 25, 29, 23, 27, 51, 6, 29, 45, 8, 15, 10, 12, 41, 25, 29, 37, 5, 49, 17, 3, 23, 14, 49, 39, 21, 9, 16, 9, 18, 19]
[33, 9, 37, 0, 37, 25, 2, 43, 49, 4, 39, 1, 5, 31, 6, 49, 39, 47, 27, 8, 10, 37, 27, 1, 11, 12, 14, 31, 1, 7, 1, 49, 3, 45, 27, 25, 19, 5, 43, 11, 27, 37, 16, 18, 29, 1, 1, 27, 11, 21]
[0, 9, 9, 21, 7, 21, 2, 4, 49, 31, 29, 6, 3, 35, 17, 41, 25, 8, 3, 49, 51, 19, 15, 39, 17, 43, 19, 10, 12, 23, 19, 47, 19, 7, 1, 14, 9, 29, 7, 9, 47, 16, 35, 25, 29, 23, 7, 31, 43, 18]
[13, 47, 23, 13, 43, 0, 31, 41, 49, 21, 13, 13, 2, 4, 1, 51, 51, 5, 17, 23, 35, 25, 41, 19, 51, 6, 3, 8, 10, 7, 11, 12, 29, 14, 5, 9, 33, 1, 3, 19, 15, 16, 18, 25, 15, 51, 15, 49, 51, 13]
[0, 35, 2, 4, 51, 6, 47, 37, 45, 17, 8, 13, 15, 5, 13, 35, 39, 10, 13, 12, 19, 31, 21, 31, 35, 13, 1, 21, 11, 15, 43, 35, 25, 14, 15, 5, 1, 9, 51, 17, 9, 16, 51, 33, 18, 25, 43, 23, 11, 33]
[0, 15, 3, 45, 41, 31, 29, 2, 21, 21, 51, 21, 33, 4, 39, 49, 7, 6, 21, 3, 23, 45, 9, 8, 3, 23, 25, 15, 45, 5, 51, 35, 10, 17, 31, 15, 12, 47, 29, 14, 21, 47, 21, 45, 21, 5, 16, 1, 18, 43]
[51, 1, 23, 1, 0, 31, 1, 23, 1, 2, 4, 6, 15, 43, 19, 31, 25, 23, 23, 35, 49, 33, 13, 23, 43, 8, 49, 49, 49, 3, 47, 51, 31, 27, 11, 10, 31, 12, 11, 1, 1, 7, 25, 33, 14, 37, 23, 16, 17, 18]
[3, 0, 13, 3, 7, 31, 25, 47, 2, 17, 3, 7, 3, 17, 4, 13, 11, 31, 21, 15, 5, 6, 8, 3, 10, 37, 49, 1, 47, 12, 15, 11, 14, 19, 16, 41, 17, 43, 5, 18, 9, 31, 43, 37, 43, 27, 11, 41, 21, 29]
[11, 35, 0, 33, 37, 51, 9, 51, 2, 31, 31, 31, 39, 9, 35, 21, 17, 1, 35, 33, 25, 49, 9, 5, 5, 9, 4, 39, 6, 41, 35, 41, 49, 3, 41, 8, 7, 25, 3, 10, 12, 25, 41, 29, 14, 27, 37, 16, 31, 18]
[31, 0, 41, 1, 27, 2, 51, 19, 3, 4, 23, 23, 37, 25, 15, 21, 21, 11, 33, 45, 49, 35, 5, 6, 1, 21, 8, 33, 19, 9, 10, 27, 33, 11, 43, 12, 23, 29, 19, 25, 49, 41, 14, 16, 29, 39, 33, 11, 18, 13]
[43, 25, 11, 43, 25, 0, 39, 3, 45, 5, 35, 35, 2, 11, 1, 11, 4, 49, 1, 11, 45, 29, 6, 49, 35, 19, 39, 7, 39, 17, 8, 51, 10, 19, 31, 37, 12, 25, 1, 14, 29, 31, 16, 43, 18, 47, 25, 3, 1, 41]
[37, 0, 5, 41, 39, 51, 2, 39, 4, 5, 51, 6, 41, 5, 8, 10, 33, 12, 3, 5, 11, 3, 43, 27, 13, 13, 19, 49, 21, 47, 45, 41, 14, 16, 17, 9, 27, 25, 39, 47, 15, 9, 27, 45, 17, 7, 18, 23, 15, 43]
[0, 3, 3, 21, 15, 49, 13, 47, 41, 2, 47, 3, 31, 51, 4, 33, 39, 11, 27, 6, 8, 7, 11, 37, 45, 10, 12, 37, 45, 31, 15, 11, 14, 43, 19, 35, 35, 7, 45, 23, 27, 16, 18, 23, 45, 27, 35, 17, 3, 51]
[0, 49, 17, 27, 11, 21, 29, 23, 17, 7, 3, 41, 29, 13, 23, 7, 31, 51, 17, 35, 13, 47, 27, 2, 4, 45, 19, 6, 8, 10, 33, 17, 15, 12, 47, 1, 14, 7, 41, 13, 23, 29, 45, 47, 1, 16, 5, 18, 27, 19]
[23, 27, 19, 1, 0, 17, 23, 2, 47, 4, 37, 49, 9, 41, 15, 33, 51, 51, 43, 6, 1, 25, 39, 43, 49, 37, 7, 43, 8, 19, 10, 49, 33, 33, 12, 14, 47, 16, 41, 19, 19, 19, 5, 18, 37, 43, 51, 49, 23, 13]
[0, 9, 7, 25, 13, 23, 49, 11, 45, 7, 37, 5, 35, 2, 45, 4, 6, 15, 8, 10, 11, 31, 49, 45, 13, 21, 23, 41, 12, 45, 14, 49, 21, 27, 23, 29, 41, 47, 19, 13, 33, 37, 11, 16, 23, 3, 29, 31, 18, 11]
[0, 43, 29, 43, 23, 31, 25, 5, 35, 2, 13, 21, 41, 1, 3, 9, 13, 7, 4, 39, 1, 6, 39, 8, 15, 13, 15, 31, 10, 12, 23, 33, 21, 14, 21, 15, 51, 7, 23, 31, 29, 17, 35, 16, 31, 15, 7, 3, 13, 18]
[45, 49, 27, 15, 39, 31, 0, 2, 39, 35, 35, 35, 21, 9, 19, 9, 4, 17, 15, 3, 6, 17, 51, 8, 10, 12, 15, 9, 37, 21, 14, 47, 11, 27, 23, 16, 3, 45, 41, 51, 39, 25, 47, 9, 18, 45, 39, 41, 49, 31]
[0, 2, 33, 15, 3, 7, 17, 7, 39, 39, 7, 21, 4, 5, 29, 6, 8, 41, 39, 21, 35, 31, 39, 10, 11, 27, 5, 7, 51, 9, 23, 21, 12, 13, 49, 14, 33, 3, 11, 23, 9, 9, 16, 39, 29, 35, 43, 18, 15, 31]
[0, 2, 4, 11, 25, 41, 21, 7, 13, 25, 31, 47, 27, 43, 6, 43, 37, 39, 29, 23, 8, 7, 35, 25, 11, 47, 10, 49, 21, 15, 41, 5, 13, 3, 47, 33, 12, 9, 14, 31, 51, 1, 45, 49, 9, 7, 17, 19, 16, 18]
[47, 25, 9, 29, 29, 23, 37, 37, 47, 45, 21, 31, 47, 3, 21, 1, 35, 31, 31, 43, 0, 2, 43, 4, 15, 45, 6, 47, 8, 10, 17, 39, 7, 45, 37, 17, 12, 21, 19, 47, 17, 14, 19, 27, 17, 16, 37, 18, 15, 7]
[39, 25, 0, 37, 27, 41, 21, 51, 37, 31, 19, 45, 11, 21, 2, 5, 47, 19, 15, 33, 4, 7, 45, 1, 5, 6, 19, 33, 21, 8, 51, 7, 23, 43, 21, 33, 1, 23, 13, 10, 12, 23, 23, 35, 14, 16, 23, 18, 37, 29]
[43, 33, 0, 41, 2, 43, 43, 7, 9, 4, 41, 17, 21, 6, 23, 13, 8, 10, 31, 15, 35, 5, 7, 47, 21, 19, 12, 37, 17, 43, 25, 14, 23, 41, 3, 13, 43, 7, 41, 29, 25, 41, 16, 49, 47, 39, 18, 15, 19, 19]
[21, 49, 23, 13, 31, 7, 43, 1, 3, 49, 37, 29, 25, 15, 5, 7, 3, 35, 11, 5, 7, 0, 49, 2, 33, 45, 27, 43, 19, 31, 1, 27, 4, 6, 41, 45, 29, 49, 8, 10, 12, 14, 39, 7, 33, 16, 19, 47, 18, 45]
[13, 0, 2, 27, 4, 23, 45, 49, 6, 8, 10, 19, 41, 12, 14, 17, 25, 39, 13, 33, 11, 17, 23, 1, 51, 35, 16, 41, 35, 41, 5, 21, 29, 19, 19, 19, 43, 51, 19, 5, 29, 43, 19, 47, 37, 49, 31, 43, 18, 3]
[11, 13, 51, 15, 0, 25, 5, 9, 23, 15, 13, 23, 11, 2, 9, 4, 11, 17, 3, 11, 33, 35, 6, 23, 29, 43, 8, 13, 10, 12, 1, 43, 27, 37, 3, 33, 23, 13, 51, 14, 41, 11, 33, 5, 23, 27, 13, 1, 16, 18]
[1, 31, 27, 25, 0, 2, 39, 4, 23, 17, 3, 1, 27, 9, 35, 6, 35, 25, 49, 23, 8, 10, 43, 12, 33, 31, 35, 11, 37, 47, 51, 27, 1, 25, 51, 14, 11, 33, 27, 41, 16, 25, 3, 35, 49, 3, 3, 15, 27, 18]
[1, 47, 11, 29, 33, 37, 35, 0, 45, 51, 33, 2, 4, 9, 25, 49, 47, 29, 49, 19, 6, 45, 8, 9, 25, 27, 10, 12, 33, 15, 9, 14, 23, 13, 19, 27, 16, 39, 13, 17, 23, 49, 19, 13, 27, 7, 27, 25, 18, 47]
